PLOT,RCP,LIFE_FORMfloating,LIFE_FORMsubmersed,POLLINATIONentomophily,POLLINATIONepihydrophily,POLLINATIONhypohydrophily,FUNCTIONAL_DIVERSITY,ALPHA_DIVERSITY
31010245,2,0.375,0.375,0.375,0.375,0.125,2.213791079,8
31010246,2,0.25,0.625,0.375,0.25,0.125,2.017904555,8
31010247,2,0.25,0.75,0,0.25,0.25,1.531179597,4
31010248,1,0,0,1,0,0,0,1
31010249,1,0.166666667,0.166666667,0.5,0.166666667,0.166666667,1.776764369,6
31010250,2,0.2,0.5,0.4,0.2,0.2,1.961913809,10
31010251,2,0.2,0.4,0.4,0.1,0.1,1.843990009,10
31010252,2,0.125,0.5,0.375,0.25,0.125,1.898719652,8
31010253,2,0.222222222,0.666666667,0.333333333,0.222222222,0.222222222,1.909345647,9
31010254,2,0.3,0.5,0.5,0.2,0.1,2.092464117,10
31010255,2,0.090909091,0.727272727,0.272727273,0.363636364,0.181818182,1.767332435,11
31010256,2,0.25,0.625,0.25,0,0.125,1.613104509,8
31010257,2,0.222222222,0.777777778,0.222222222,0.333333333,0.222222222,1.824882034,9
31010258,1,0.142857143,0.285714286,0.428571429,0.142857143,0.142857143,1.76092739,7
31010259,2,0.333333333,0.5,0.333333333,0.333333333,0.166666667,2.159856872,6
31010261,2,0.166666667,0.666666667,0.333333333,0.166666667,0.166666667,1.772975176,6
31010262,2,0.333333333,0.5,0.333333333,0.5,0.166666667,2.204201285,6
31010263,2,0.285714286,0.571428571,0.428571429,0.142857143,0.142857143,1.997093958,7
31010264,2,0.25,0.625,0.375,0.25,0.125,2.017904555,8
31010265,2,0,1,0,0.5,0.25,1.16368667,4
31010267,2,0.111111111,0.555555556,0.333333333,0.333333333,0.111111111,1.91291412,9
31010268,2,0.125,0.375,0.375,0.125,0.125,1.743397812,8
31010269,2,0,1,0,0.4,0.4,1.117139204,5
31010270,2,0.111111111,0.888888889,0.111111111,0.333333333,0.222222222,1.435090439,9
31010271,2,0.142857143,0.714285714,0.142857143,0.142857143,0.285714286,1.459820596,7
31010272,2,0,0.857142857,0.142857143,0.285714286,0.142857143,1.3039813,7
31010273,1,0,0.857142857,0.142857143,0.285714286,0.285714286,1.3039813,7
31010274,1,0,0.75,0,0.5,0,1.417232417,4
31010275,2,0.142857143,0.571428571,0.285714286,0.142857143,0.142857143,1.72932497,7
31010276,2,0.25,0.75,0.166666667,0.333333333,0.25,1.824729303,12
31010277,2,0.2,0.4,0.4,0.4,0.1,2.085893754,10
31010278,1,0,1,0,1,0,2.24E-16,2
31010279,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31010280,2,0,1,0,0.5,0.25,1.16368667,4
31010281,2,0.2,0.8,0,0.8,0.2,1.430598117,5
31010282,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31010283,2,0.125,0.875,0,0.5,0.25,1.477049535,8
31010284,2,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,1.977559954,6
31010285,2,0.181818182,0.818181818,0.090909091,0.454545455,0.181818182,1.674332052,11
31010286,1,0.1,0.3,0.4,0.2,0.1,1.75411126,10
31010287,2,0.6,0.2,0.6,0.2,0.2,2.026184206,5
31010288,1,0,1,0,1,0,2.24E-16,2
31010289,2,0.3,0.3,0.4,0.4,0.1,2.154873624,10
31010290,1,0.333333333,0,0.666666667,0,0,1.592190103,3
31010293,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31010295,2,0.25,0.5,0.25,0.25,0.125,1.968224614,8
31010296,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31010297,2,0.2,0.8,0.1,0.4,0.1,1.698387447,10
31010298,2,0.307692308,0.538461538,0.384615385,0.307692308,0.153846154,2.142294711,13
31010299,2,0.166666667,0.833333333,0,0.333333333,0.166666667,1.445315114,6
31010300,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31010301,1,0,1,0,1,0,1.19E-15,3
31010302,1,0,1,0,1,0,2.24E-16,2
31010303,1,0,1,0,0.25,0.25,0.872765003,4
31010304,2,0.125,0.875,0,0.5,0.25,1.477049535,8
31010305,2,0.428571429,0.285714286,0.428571429,0.285714286,0.142857143,2.172927973,7
31010306,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31010307,2,0.222222222,0.555555556,0.333333333,0.222222222,0.222222222,1.947901071,9
31010308,1,0,1,0,1,0,2.24E-16,2
31010309,2,0.142857143,0.857142857,0,0.285714286,0.285714286,1.307158366,7
31010310,2,0.2,0.8,0,0.2,0.2,1.306606589,5
31010311,2,0.333333333,0.666666667,0.166666667,0.5,0.333333333,2.039336905,6
31010312,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31010313,2,0.2,0.8,0,0.6,0.4,1.64688687,5
31010314,2,0.222222222,0.555555556,0.444444444,0.222222222,0.111111111,2.015786123,9
31010315,1,0,1,0,1,0,0,1
31010316,2,0.285714286,0.714285714,0.142857143,0.285714286,0.142857143,1.82561029,7
31010317,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31010318,1,0.666666667,0.333333333,0.666666667,0,0.333333333,1.764914583,3
31010319,2,0,1,0,0.333333333,0.166666667,1.034388151,6
31010320,2,0.2,0.6,0.3,0.3,0.1,1.955531346,10
31010321,2,0.2,0.6,0.3,0.3,0.1,1.965634789,10
31010322,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31010323,1,0.25,0.25,0.5,0,0.25,1.749568438,4
31010324,2,0.142857143,0.571428571,0.285714286,0.285714286,0.142857143,1.883652195,7
31010325,2,0.111111111,0.888888889,0.222222222,0.333333333,0.111111111,1.586532796,9
31010327,1,0,1,0,1,0,2.24E-16,2
31010328,2,0,1,0,0.6,0.2,1.117139204,5
31010329,2,0,1,0,0.5,0.25,1.16368667,4
31010330,1,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31010331,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31010332,2,0.125,0.875,0.125,0.375,0.25,1.526214808,8
31010333,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31010334,2,0.142857143,0.857142857,0.142857143,0.428571429,0.142857143,1.618136226,7
31010335,2,0.4,0.6,0.4,0.4,0.2,2.237432379,5
31010336,2,0.5,0.5,0.333333333,0.5,0.166666667,2.268875466,6
31010337,2,0.222222222,0.666666667,0.333333333,0.111111111,0.222222222,1.789099982,9
31010339,2,0.125,0.75,0.125,0.25,0.25,1.535340489,8
31010340,2,0.25,0.5,0.25,0.25,0.25,1.968224614,4
31010341,1,0,1,0,0.5,0.5,1.16368667,2
31010342,1,1,0,1,0,0,0,1
31010347,2,0.25,0.75,0,0.5,0.25,1.768894015,4
31010348,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31010349,1,0,1,0,0.666666667,0,1.034388151,3
31010350,2,0,1,0,0.6,0.2,1.117139204,5
31010351,2,0,1,0,0.6,0.2,1.117139204,5
31010352,1,0,1,0,1,0,0,1
31010353,2,0,1,0,0.5,0.25,1.16368667,4
31010354,2,0,1,0,0.5,0.25,1.16368667,4
31010523,2,0.285714286,0.714285714,0.285714286,0.428571429,0.285714286,2.039896699,7
31010525,1,0,1,0,0.333333333,0,1.034388151,3
31010527,2,0.272727273,0.636363636,0.272727273,0.363636364,0.090909091,2.042726398,11
31010530,2,0.1,0.9,0.1,0.3,0.2,1.349152982,10
31010532,1,0.5,0.5,0.5,0,0.5,1.985528906,2
31010533,2,0,1,0,0.75,0.25,0.872765003,4
31010534,1,0,1,0,0.5,0.5,1.16368667,2
31010695,2,0.2,0.6,0.3,0.3,0.1,1.965634789,10
31010697,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31010698,2,0.272727273,0.454545455,0.454545455,0.181818182,0.090909091,2.043527223,11
31010700,2,0.111111111,0.666666667,0.222222222,0.222222222,0.111111111,1.665755051,9
31010701,2,0.307692308,0.615384615,0.307692308,0.307692308,0.153846154,2.077075607,13
31010702,2,0.214285714,0.571428571,0.285714286,0.285714286,0.142857143,1.966106424,14
31010704,1,0.4,0.2,0.4,0.4,0,2.165718871,5
31010705,2,0.1,0.7,0.2,0.3,0.1,1.688151025,10
31010707,2,0.2,0.6,0.2,0.4,0.2,1.943899084,10
31010708,2,0,0.8,0,0.6,0.2,1.317320717,5
31010709,1,0,0,0,0,0,0,1
31010710,2,0.25,0.5,0.416666667,0.166666667,0.083333333,1.994376044,12
31010711,2,0.181818182,0.727272727,0.090909091,0.363636364,0.181818182,1.710818761,11
31010712,1,0,0.75,0,0.75,0,1.142717625,4
31010713,2,0.166666667,0.833333333,0,0.5,0.333333333,1.580589032,6
31010714,2,0.125,0.75,0.125,0.375,0.125,1.661901349,8
31010715,2,0.111111111,0.888888889,0.111111111,0.333333333,0.222222222,1.435090439,9
31010716,2,0,0.857142857,0,0.428571429,0.285714286,1.306518061,7
31010717,1,0,1,0,0.333333333,0.333333333,1.034388151,3
31010718,2,0.111111111,0.777777778,0.111111111,0.333333333,0.111111111,1.568861898,9
31010719,1,0,1,0,1,0,1.19E-15,3
31010720,2,0,0.875,0,0.375,0.25,1.247803969,8
31010722,2,0.272727273,0.545454545,0.272727273,0.272727273,0.090909091,2.018440674,11
31010723,1,0,0.75,0,0.75,0,1.142717625,4
31010724,2,0.111111111,0.888888889,0.111111111,0.333333333,0.222222222,1.435090439,9
31010725,1,0,1,0,0.666666667,0,1.034388151,3
31010726,1,0,1,0,1,0,1.45E-15,2
31010727,1,0,1,0,1,0,1.19E-15,3
31010728,2,0,1,0,0.75,0.25,0.872765003,4
31010729,1,0,1,0,1,0,0,1
31010730,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31010731,2,0,1,0,0.75,0.25,0.872765003,4
31010734,2,0,1,0,0.75,0.25,0.872765003,4
31010736,1,0,1,0,0.75,0,0.872765003,4
31010737,2,0.166666667,0.666666667,0.166666667,0.5,0.166666667,1.838156695,6
31010738,1,0,1,0,0.75,0.25,0.872765003,4
31010739,2,0.2,0.7,0.2,0.4,0.1,1.881703844,10
31010740,1,0,1,0,1,0,1.31E-15,2
31010742,2,0.166666667,0.583333333,0.333333333,0.25,0.083333333,1.912628614,12
31010744,2,0.428571429,0.428571429,0.428571429,0.428571429,0.142857143,2.275333983,7
31010748,2,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31010749,2,0,1,0,0.4,0.4,1.117139204,5
31010750,2,0.333333333,0.444444444,0.444444444,0.222222222,0.222222222,2.119875606,9
31010753,2,0.285714286,0.714285714,0.285714286,0.428571429,0.285714286,2.039896699,7
31010755,1,0,1,0,1,0,0,1
31010756,2,0.333333333,0.5,0.5,0.166666667,0.166666667,2.090122531,6
31010757,2,0.2,0.7,0.3,0.3,0.2,1.905150157,10
31010758,1,0,0,1,0,0,0,1
31010763,1,0.333333333,0.666666667,0,0.666666667,0.333333333,1.880323943,3
31010764,2,0,0.875,0,0.375,0.125,1.247803969,8
31010765,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31010768,2,0.25,0.75,0.25,0.5,0.25,1.946607909,4
31010771,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31010772,1,0,1,0,1,0,2.24E-16,2
31010774,2,0.3,0.6,0.2,0.4,0.2,2.048045336,10
31010775,2,0.166666667,0.666666667,0.166666667,0.5,0.166666667,1.838156695,6
31010777,2,0,1,0,0.428571429,0.285714286,1.139937963,7
31010778,2,0.25,0.75,0,0.75,0.25,1.640182514,4
31010781,2,0.3,0.7,0.3,0.3,0.1,2.014723392,10
31010782,2,0.285714286,0.714285714,0.285714286,0.428571429,0.142857143,2.039896699,7
31010784,2,0.25,0.75,0.25,0.25,0.166666667,1.832505894,12
31010788,1,0,1,0,0,1,0,1
31010790,2,0.2,0.6,0.4,0.4,0.2,2.069805296,5
31010795,1,0.666666667,0.333333333,0.666666667,0,0,1.764914583,3
31010800,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31010801,2,0,1,0,0.5,0.25,1.16368667,4
31010802,1,0,1,0,0.5,0.5,1.16368667,2
31010803,2,0.111111111,0.888888889,0,0.444444444,0.222222222,1.420539431,9
31010804,1,0.333333333,0,0.666666667,0,0,1.592190103,3
31010963,1,0,1,0,0.5,0.5,1.16368667,2
31010964,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31010974,2,0.125,0.875,0,0.375,0.375,1.393165839,8
31010975,1,0,1,0,1,0,0,1
31010977,2,0,1,0,0.4,0.2,1.117139204,5
31010979,2,0,1,0,0.75,0.25,0.872765003,4
31010984,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31011152,2,0,1,0,0.166666667,0.333333333,0.646492595,6
31011156,2,0.222222222,0.555555556,0.333333333,0.222222222,0.111111111,1.964583647,9
31011160,2,0.125,0.75,0.125,0.125,0.25,1.331812063,8
31011161,2,0.181818182,0.545454545,0.272727273,0.090909091,0.181818182,1.71352576,11
31011165,2,0.2,0.6,0.3,0.1,0.1,1.749818727,10
31011167,1,0,0.8,0,0.2,0,1.074469215,5
31011168,2,0,0.833333333,0,0.333333333,0,1.251965612,6
31011169,1,0,0.666666667,0,0.333333333,0,1.407933886,3
31011170,1,0,0.6,0.2,0.4,0.2,1.687662594,5
31011171,2,0.125,0.875,0.125,0.375,0.25,1.526214808,8
31011172,2,0.166666667,0.666666667,0.25,0.25,0.166666667,1.800026626,12
31011173,2,0,0.833333333,0,0.5,0.166666667,1.342523473,6
31011174,2,0,1,0,0.25,0.25,0.872765003,4
31011175,2,0,0.8,0,0.6,0.2,1.317320717,5
31011177,2,0.125,0.625,0.25,0.125,0.125,1.613812732,8
31011178,1,0.125,0.75,0.125,0.25,0.25,1.535340489,8
31011180,1,0.25,0,0.5,0.25,0,1.825484053,4
31011181,2,0,0.8,0,0.6,0.2,1.317320717,5
31011182,2,0.285714286,0.714285714,0.142857143,0.285714286,0.285714286,1.82561029,7
31011184,2,0,0.8,0,0.4,0.2,1.350244541,5
31011185,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31011186,2,0.272727273,0.636363636,0.181818182,0.363636364,0.090909091,1.970849361,11
31011188,2,0,1,0,0.75,0.25,0.872765003,4
31011189,2,0.111111111,0.777777778,0.111111111,0.333333333,0.222222222,1.568861898,9
31011190,1,0,1,0,1,0,2.24E-16,2
31011191,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31011192,1,0,1,0,1,0,0,1
31011193,2,0,0.833333333,0.166666667,0.333333333,0.166666667,1.420847579,6
31011195,1,0,1,0,0.5,0.5,1.16368667,2
31011196,2,0.181818182,0.454545455,0.272727273,0.272727273,0.181818182,1.928223266,11
31011197,2,0,0.8,0.2,0.2,0.2,1.308261732,5
31011198,2,0,1,0,0.4,0.2,1.117139204,5
31011199,1,0,0.666666667,0,0.333333333,0.333333333,1.407933886,3
31011200,1,0,0.75,0,0.25,0.25,1.230733954,4
31011201,2,0.285714286,0.571428571,0.285714286,0.285714286,0.142857143,2.039200224,7
31011202,2,0,1,0,0.6,0.2,1.117139204,5
31011203,2,0.222222222,0.777777778,0.111111111,0.333333333,0.222222222,1.704548019,9
31011205,2,0.363636364,0.636363636,0.272727273,0.272727273,0.181818182,2.06456069,11
31011206,2,0,0.8,0.2,0.2,0.2,1.308261732,5
31011207,2,0.142857143,0.714285714,0.142857143,0.428571429,0.142857143,1.767239557,7
31011208,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31011209,2,0,0.875,0,0.25,0.25,1.062579167,8
31011210,2,0.25,0.625,0.375,0.125,0.125,1.887072636,8
31011211,2,0.428571429,0.428571429,0.571428571,0.142857143,0,2.103265883,7
31011213,2,0.4,0.6,0.2,0.4,0.2,2.12773844,5
31011214,2,0.142857143,0.857142857,0,0.285714286,0.285714286,1.307158366,7
31011215,1,0.5,0.5,0,1,0,1.677454266,2
31011216,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31011217,1,0,1,0,1,0,2.24E-16,2
31011220,2,0.142857143,0.714285714,0,0.428571429,0.142857143,1.630183789,7
31011222,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.765842354,6
31011223,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31011224,2,0.125,0.75,0.125,0.5,0.125,1.714582325,8
31011225,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31011226,2,0,1,0,0.6,0.2,1.117139204,5
31011228,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31011230,1,0.333333333,0.666666667,0,1,0,1.491070458,3
31011231,2,0.153846154,0.769230769,0.153846154,0.230769231,0.153846154,1.560448746,13
31011232,2,0.222222222,0.555555556,0.333333333,0.111111111,0.111111111,1.841044774,9
31011233,2,0.142857143,0.857142857,0.142857143,0.428571429,0.142857143,1.618136226,7
31011235,2,0.333333333,0.666666667,0.222222222,0.333333333,0.222222222,2.026581194,9
31011236,1,0,0.666666667,0.333333333,0.333333333,0.333333333,1.715266654,3
31011237,2,0.166666667,0.583333333,0.333333333,0.083333333,0.166666667,1.717878318,12
31011239,2,0.181818182,0.818181818,0.090909091,0.363636364,0.090909091,1.617473412,11
31011241,1,0,1,0,0,0,0,1
31011242,2,0.25,0.75,0.25,0.5,0.25,1.946607909,4
31011243,1,0,1,0,1,0,1.31E-15,2
31011244,1,0,1,0,0.5,0,1.16368667,2
31011245,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31011246,2,0,1,0,0.75,0.25,0.872765003,4
31011247,2,0.166666667,0.833333333,0.083333333,0.333333333,0.25,1.540067727,12
31011248,2,0.1,0.9,0.1,0.3,0.3,1.349152982,10
31011249,1,0,1,0,1,0,2.24E-16,2
31011250,1,0,1,0,1,0,2.24E-16,2
31011251,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31011252,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31011253,1,0,1,0,1,0,2.24E-16,2
31011254,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31011413,1,0,1,0,0.333333333,0.666666667,1.034388151,3
31011416,1,0,1,0,1,0,0,1
31011423,2,0.25,0.75,0.25,0.375,0.25,1.931991919,8
31011425,1,0,1,0,1,0,0,1
31011428,1,0.25,0.75,0,0.75,0.25,1.640182514,4
31011430,1,0,1,0,0.5,0.5,1.16368667,2
31011595,1,0,0.75,0.25,0.25,0.5,1.498786727,4
31011596,1,0.333333333,0.333333333,0.666666667,0,0.333333333,1.836265256,3
31011597,1,0,0.8,0.2,0.2,0.2,1.308261732,5
31011599,2,0,1,0,0.4,0.4,1.117139204,5
31011600,1,0,1,0,0.5,0.5,1.16368667,2
31011602,2,0.142857143,0.571428571,0.285714286,0,0.285714286,1.52827604,7
31011603,2,0.166666667,0.666666667,0.166666667,0.166666667,0.166666667,1.609437264,6
31011605,2,0.285714286,0.428571429,0.428571429,0.142857143,0.142857143,2.008879107,7
31011606,1,0,0.333333333,0.666666667,0,0.333333333,1.286813387,3
31011607,1,0,0.6,0.2,0,0.2,1.201242302,5
31011609,1,0,0.5,0.25,0.25,0.25,1.638457295,4
31011611,2,0,0.714285714,0.142857143,0.142857143,0.142857143,1.253467441,7
31011612,2,0.4,0.4,0.6,0.2,0.2,2.126525263,5
31011613,1,0.25,0.25,0.5,0,0.25,1.749568438,4
31011615,1,0.5,0.25,0.5,0,0.25,1.912591947,4
31011616,2,0.125,0.75,0.125,0.25,0.125,1.535340489,8
31011617,1,0,0.666666667,0,0,0.333333333,0.874217547,3
31011618,1,0,0,0.333333333,0.333333333,0,1.45697624,3
31011619,1,0,1,0,1,0,2.24E-16,2
31011620,1,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31011621,2,0.166666667,0.666666667,0.25,0.166666667,0.166666667,1.69883937,12
31011622,1,0,0.4,0.4,0,0.2,1.412564731,5
31011623,1,0,1,0,0.25,0.5,0.872765003,4
31011624,2,0.125,0.75,0.125,0.25,0.125,1.535340489,8
31011625,1,0,0.333333333,0.333333333,0,0.333333333,1.33874759,3
31011627,1,0,0.666666667,0.166666667,0.333333333,0.166666667,1.582324439,6
31011629,1,0.4,0.4,0.6,0.2,0,2.126525263,5
31011630,1,0,1,0,1,0,0,1
31011631,1,0,1,0,1,0,2.24E-16,2
31011632,1,0,0.666666667,0.333333333,0.333333333,0,1.715266654,3
31011633,1,0,1,0,1,0,0,1
31011634,1,0,1,0,1,0,0,1
31011635,2,0,0.6,0.2,0.4,0.2,1.687662594,5
31011636,1,0,1,0,1,0,0,1
31011637,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31011638,2,0.285714286,0.428571429,0.428571429,0.285714286,0.142857143,2.129558302,7
31011639,2,0.2,0.6,0.2,0.2,0.3,1.765863183,10
31011640,1,0,1,0,1,0,0,1
31011641,1,0.25,0.75,0.25,0.5,0.25,1.946607909,4
31011643,1,0,0.75,0,0.5,0.25,1.417232417,4
31011644,1,0,1,0,1,0,2.24E-16,2
31011645,1,0.666666667,0.333333333,0.666666667,0.333333333,0,2.045698495,3
31011646,2,0.333333333,0.666666667,0.333333333,0.333333333,0.166666667,2.110824181,6
31011647,2,0.333333333,0.666666667,0.333333333,0.333333333,0.166666667,2.110824181,6
31011648,1,0,1,0,0.5,0.5,1.16368667,2
31011649,2,0,1,0,0.5,0.25,1.16368667,4
31011650,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31011651,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31011652,2,0.25,0.5,0.5,0.25,0.25,2.084434769,4
31011653,1,0,1,0,1,0,0,1
31011654,2,0.2,0.4,0.4,0.2,0.2,1.949552902,5
31011655,1,0,1,0,0.5,0.5,1.16368667,2
31011656,1,0.142857143,0.571428571,0.285714286,0.142857143,0.285714286,1.72932497,7
31011657,1,0,1,0,1,0,0,1
31011658,1,0.2,0.6,0.4,0.2,0.2,1.936468792,5
31011659,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31011660,2,0.2,0.7,0.2,0.3,0.2,1.819170996,10
31011661,2,0.166666667,0.833333333,0.166666667,0.166666667,0.333333333,1.408285669,6
31011662,1,0,1,0,1,0,1.31E-15,2
31011663,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31011664,2,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,1.977559954,6
31011665,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31011666,1,0,1,0,0.5,0.5,1.16368667,2
31011667,2,0.166666667,0.833333333,0.166666667,0.5,0.333333333,1.70025286,6
31011668,1,0,1,0,0,0,0,1
31011670,2,0.285714286,0.571428571,0.285714286,0.285714286,0.142857143,2.039200224,7
31011671,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31011672,2,0,1,0,0.75,0.25,0.872765003,4
31011673,2,0,1,0,0.75,0.25,0.872765003,4
31011674,1,0,1,0,0.5,0.5,1.16368667,2
31011675,2,0.142857143,0.857142857,0,0.428571429,0.285714286,1.488863899,7
31011676,2,0.3,0.7,0.2,0.3,0.1,1.925921903,10
31011677,2,0,0.8,0,0.4,0.2,1.350244541,5
31011678,1,0.2,0.6,0.4,0.4,0,2.069805296,5
31011679,2,0,1,0,0.75,0.25,0.872765003,4
31011680,2,0.25,0.5,0.25,0.25,0.25,1.968224614,4
31011682,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31011683,2,0.25,0.75,0.25,0.25,0.125,1.836026124,8
31011684,2,0.125,0.75,0.375,0.25,0.125,1.786970344,8
31011685,2,0.5,0.5,0.333333333,0.333333333,0.166666667,2.233311517,6
31011686,2,0.3,0.7,0.2,0.3,0.1,1.925921903,10
31011687,2,0.285714286,0.714285714,0.142857143,0.428571429,0.285714286,1.930208394,7
31011688,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31011689,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31011690,2,0.333333333,0.555555556,0.333333333,0.222222222,0.111111111,2.065937566,9
31011691,2,0,0.875,0,0.25,0.125,1.062579167,8
31011693,1,0,1,0,1,0,1.19E-15,3
31011694,2,0.090909091,0.818181818,0.090909091,0.272727273,0.181818182,1.397591922,11
31011696,2,0.375,0.625,0.25,0.375,0.125,2.125993949,8
31011698,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31011699,2,0.5,0.5,0.333333333,0.5,0,2.268875466,6
31011700,2,0,1,0,0.5,0.166666667,1.16368667,6
31011701,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31011702,2,0,1,0,0.75,0.25,0.872765003,4
31011703,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31011704,1,0,1,0,1,0,1.19E-15,3
31011856,1,0,1,0,1,0,0,1
31011857,1,0,1,0,1,0,0,1
31011867,2,0.125,0.875,0,0.5,0.25,1.477049535,8
31012061,2,0.222222222,0.666666667,0.222222222,0.333333333,0.111111111,1.916256051,9
31012062,2,0.571428571,0.285714286,0.571428571,0.285714286,0.142857143,2.14642464,7
31012063,2,0.222222222,0.777777778,0.111111111,0.555555556,0.222222222,1.778654223,9
31012064,2,0.2,0.8,0.1,0.4,0.2,1.698387447,10
31012065,2,0,1,0,0.25,0.25,0.872765003,4
31012066,1,0,0.75,0,0.75,0,1.142717625,4
31012067,2,0.142857143,0.714285714,0,0.428571429,0.285714286,1.630183789,7
31012068,2,0.090909091,0.818181818,0,0.363636364,0.272727273,1.406710858,11
31012069,1,0,0.75,0,0.75,0,1.142717625,4
31012070,2,0.125,0.5,0.375,0.125,0.125,1.76568666,8
31012072,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31012073,2,0,0.75,0,0.5,0.25,1.417232417,4
31012075,1,0,0.666666667,0,0.666666667,0,1.354332,3
31012076,1,0.166666667,0.166666667,0.5,0.166666667,0,1.776764369,6
31012077,2,0.181818182,0.727272727,0.090909091,0.272727273,0.272727273,1.614131778,11
31012078,1,0,0.5,0.333333333,0.166666667,0,1.606571078,6
31012079,2,0.3,0.7,0.2,0.4,0.2,1.991503741,10
31012080,1,0,1,0,0.666666667,0,1.034388151,3
31012081,1,0,0.75,0,0.5,0,1.417232417,4
31012082,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31012083,2,0.181818182,0.727272727,0.090909091,0.363636364,0.181818182,1.710818761,11
31012084,2,0.333333333,0.666666667,0.222222222,0.444444444,0.222222222,2.073910545,9
31012085,2,0.083333333,0.833333333,0,0.333333333,0.166666667,1.341663868,12
31012086,2,0,0.833333333,0,0.333333333,0.333333333,1.251965612,6
31012087,1,0,1,0,1,0,0,1
31012088,1,0,1,0,0.666666667,0,1.034388151,3
31012089,1,0,1,0,1,0,1.19E-15,3
31012091,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31012092,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31012093,2,0.25,0.625,0.25,0.375,0.25,2.014430821,8
31012094,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31012096,2,0.272727273,0.636363636,0.272727273,0.181818182,0.090909091,1.879980677,11
31012097,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31012098,2,0.272727273,0.727272727,0.181818182,0.363636364,0.272727273,1.907310583,11
31012099,1,0.25,0.75,0,0.5,0.25,1.768894015,4
31012100,2,0.222222222,0.777777778,0.111111111,0.444444444,0.333333333,1.780550744,9
31012101,2,0.3,0.7,0.2,0.3,0.2,1.925921903,10
31012102,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31012103,2,0,1,0,0.4,0.4,1.117139204,5
31012104,2,0.25,0.75,0.125,0.5,0.25,1.859464826,8
