PLOT,SUBSTRATE,AVGDEPTH,MINDEPTH,MAXDEPTH,RANGEDEPTH,TURBIDITY,TEMPERATURE,OXYGEN,TSS,PH,CHLOROPHYLL,VELOCITY,TOTALP,TOTALN,N_PRatio,QMEAN,QMIN,QMAX,QGROWING,CONNECTIVITY,EXCEEDANCE,WINDFETCH,logN,logP,DEPTH_PRED,DEPTH_RESID,CONNECTIVITY_PRED,CONNECTIVITY_RESID,VELOCITY_PRED,VELOCITY_RESID,EXCEEDANCE_PRED,EXCEEDANCE_RESID,logN_PRED,logN_RESID,logP_PRED,logP_RESID,TSS_PRED,TSS_RESID,CHLOROPHYLL_PRED,CHLOROPHYLL_RESID,TEMPERATURE_PRED,TEMPERATURE_RESID
33010921,6,4.6,4.2,4.9,0.7,16,27.8,6.5,25.2,8,19.8,0.54,0.156,2.713,17.391,1723,550,4791,2816,36.94,531.5,0.69,0.4,-0.8,4,0.6,36.8,0.1,0.5,0.1,370.4,161.1,0.442,-0.008,-0.802,-0.005,23.7,1.5,17.8,2,27.9,-0.1
33010945,6,3.1,2.9,3.6,0.7,19,27.8,7.1,31.6,8,20.7,0.39,0.158,2.624,16.608,1723,550,4791,2816,45.19,322,0.7,0.4,-0.8,3.2,-0.1,44.3,0.9,0.4,0,255.3,66.7,0.420,-0.001,-0.802,0.000,28.6,3,19.6,1.1,27.8,0
33011027,1,2.3,1.9,2.6,0.7,17,27.9,6.9,28.9,8.1,21.4,0.22,0.158,2.878,18.215,1723,550,4791,2816,17.93,225,0.38,0.5,-0.8,2.3,-0.1,20.1,-2.2,0.3,0,255.1,-30.1,0.451,0.008,-0.801,-0.001,30.1,-1.2,21.7,-0.3,27.9,0
33011165,2,4.8,4.5,5.2,0.7,11,27.2,9.4,17.2,8.3,19.3,0.3,0.143,2.530,17.692,1723,550,4791,2816,52.01,204.2,1.44,0.4,-0.8,3.8,1.1,52.6,-0.5,0.3,0,158.7,45.5,0.408,-0.005,-0.841,-0.004,18.6,-1.4,18.9,0.3,26.9,0.3
33011379,6,3.0,2.7,3.4,0.7,13,24.4,7.8,18.55,8,14.6,0.6,0.142,2.642,18.606,2095,531,5696,3252,43.96,231,0.74,0.4,-0.8,3.4,-0.4,43.5,0.5,0.6,0,226.6,4.4,0.422,2.67855097400016e-05,-0.846,-0.001,19.1,-0.6,14.6,0,24.4,0
33011397,4,3.3,3.1,3.8,0.7,15,23.6,7.6,24.86,7.9,29.8,0.44,0.144,2.524,17.528,2095,531,5696,3252,32.59,203,0.51,0.4,-0.8,2.8,0.5,29.2,3.4,0.4,0,165.1,37.9,0.406,-0.004,-0.838,-0.003,25.4,-0.6,27.7,2.1,24,-0.4
33011432,2,2.1,1.8,2.5,0.7,16,25.3,8.3,21.14,8.1,22.6,0.49,0.150,2.581,17.207,2095,531,5696,3252,94.42,78.25,2.57,0.4,-0.8,1.7,0.4,93.5,0.9,0.5,0,100.7,-22.5,0.410,0.001,-0.834,0.010,21.8,-0.6,23.2,-0.6,25.5,-0.2
33011536,1,1.9,1.6,2.3,0.7,14,24,9.2,16.28,8.1,22.6,0,0.159,2.352,14.792,2095,531,5696,3252,6.11,104,0.06,0.4,-0.8,2.1,-0.2,8.6,-2.5,0,0,102.2,1.8,0.361,0.011,-0.818,0.020,19.5,-3.2,20.8,1.8,24.6,-0.6
33011931,6,5.0,7.6,8.3,0.7,17,27.1,8.2,23.15,8.1,20.7,0.15,0.138,2.018,14.623,1496,613,3537,1704,29.32,256.4,0.73,0.3,-0.9,3.6,1.4,30.6,-1.3,0.2,0,215.1,41.3,0.310,-0.005,-0.825,-0.036,26.7,-3.6,19.2,1.6,27.1,0
33011951,4,2.8,2.4,3.1,0.7,19,27.9,9.4,29.49,8.3,36.3,0.17,0.154,1.707,11.084,1496,613,3537,1704,14.2,229.5,0.29,0.2,-0.8,2.5,0.3,15.1,-0.9,0.2,0,189.6,39.9,0.253,-0.020,-0.815,0.003,30.6,-1.1,29.7,6.6,27.8,0.1
33012103,6,2.7,2.3,3,0.7,41,26.1,6.7,48.15,8,15.7,0.08,0.197,2.422,12.294,1496,613,3537,1704,55.91,71.2,2.16,0.4,-0.7,2.3,0.4,58.2,-2.2,0.1,0,92.1,-20.9,0.377,0.007,-0.707,0.001,46.2,2,18.8,-3.1,26.2,-0.1
33012728,4,4.3,4,4.7,0.7,62,24.6,5.9,72,7.7,10.8,0.6,0.216,2.361,10.931,2331,726,4873,2674,47.33,280.25,0.81,0.4,-0.7,4,0.2,44.6,2.7,0.6,0,257.2,23.1,0.372,0.001,-0.666,0.000,72.3,-0.3,10.8,0,24.6,0
33012738,4,5.0,4.6,5.3,0.7,176,24.4,5.5,220.1,7.6,7.1,0.85,0.350,2.493,7.123,2331,726,4873,2674,27.01,139.8,0.55,0.4,-0.5,4.2,0.8,33.5,-6.5,0.7,0.1,158,-18.2,0.399,-0.002,-0.468,0.012,215.4,4.7,7.1,0,24.4,0
33012801,4,4.6,4.2,4.9,0.7,73,24.7,5.7,88.27,7.7,10.3,0.86,0.211,2.099,9.948,2331,726,4873,2674,15.85,209.6,0.39,0.3,-0.7,4.2,0.4,17.8,-2,0.7,0.1,193.7,15.9,0.336,-0.014,-0.670,-0.006,84,4.3,10.6,-0.3,24.7,0
33013386,1,1.4,1.1,1.8,0.7,1,25.1,10.9,3,8.6,3.7,0,0.121,1.076,8.893,2363,598,5191,2854,43.25,5,0.64,0,-0.9,1.1,0.3,46.8,-3.6,0.1,-0.1,57.3,-52.3,0.203,-0.171,-0.822,-0.095,17.7,-14.7,8.8,-5.1,25.4,-0.3
33013631,6,3.1,2.7,3.4,0.7,30,26,6.9,39.48,7.8,14.2,0.65,0.164,2.653,16.177,3261,953,6744,3752,52.66,194,0.77,0.4,-0.8,3.4,-0.3,51,1.7,0.7,0,177.5,16.5,0.423,0.001,-0.787,0.002,37,2.5,14.3,-0.1,26,0
33013769,6,2.1,1.6,2.3,0.7,34,26,6.9,43.33,7.8,20.6,0.07,0.163,2.381,14.607,3261,953,6744,3752,11.27,0,0.19,0.4,-0.8,1.9,0.2,12.7,-1.5,0.1,0,37.3,-37.3,0.376,0.001,-0.788,0.000,40.5,2.8,21.7,-1.1,26,0
31002001,3,1.6,1.2,2,0.8,23,23,6.6,32.9,8.2,31.4,0.23,0.175,2.301,13.149,575,119,2022,611,30.2,37,0.27,0.4,-0.8,1.4,0.3,25.3,4.9,0.2,0,58.3,-21.3,0.346,0.016,-0.746,-0.011,34.2,-1.3,33.1,-1.7,23,0
31002751,2,0.4,0,0.8,0.8,34,26,6.6,49.8,8,30.3,0.42,0.129,2.127,16.488,643,161,2002,946,16.59,0,0.36,0.3,-0.9,1.3,-0.9,16.6,0,0.4,0,56.6,-56.6,0.329,-0.002,-0.863,-0.026,49.3,0.5,30.1,0.2,26,0
31002888,2,1.8,1.2,2,0.8,14,27.1,9.9,14.1,8.5,42.5,0.06,0.147,1.593,10.837,643,161,2002,946,23.18,77.5,0.48,0.2,-0.8,1.5,0.3,25,-1.9,0.1,0,121.6,-44.1,0.220,-0.018,-0.831,-0.002,14.3,-0.2,39.7,2.8,26.9,0.2
31002984,6,0.8,0.4,1.2,0.8,8,24.3,8.7,7.9,7.8,16.1,0.03,0.152,1.552,10.211,643,161,2002,946,13.55,162.5,0.21,0.2,-0.8,0.9,-0.1,14.4,-0.8,0,0,151.5,11,0.195,-0.005,-0.817,-0.002,10.2,-2.3,22.2,-6.2,25,-0.7
31003380,6,2.0,1.5,2.3,0.8,9,25.4,7.2,10.3,8.2,14.9,0.32,0.167,3.208,19.210,398,127,943,508,37.92,128.6,0.58,0.5,-0.8,1.6,0.3,34.5,3.4,0.3,0,117.4,11.2,0.471,0.035,-0.791,0.014,12.9,-2.6,28.7,-13.8,25.5,-0.1
31004112,3,0.5,0.1,0.9,0.8,17,27,7.5,28.3,8.3,36.7,0.28,0.159,2.386,15.006,838,185,4927,1217,23.3,6.5,0.43,0.4,-0.8,2.7,-2.2,22.6,0.7,0.3,0,149.3,-142.8,0.378,0.000,-0.789,-0.010,28.5,-0.2,37.2,-0.5,27,0
31005272,2,2.5,2.1,2.9,0.8,22,25.3,6.5,37.6,7.8,18.5,0.24,0.157,1.792,11.414,665,226,1838,878,9.84,0,0.28,0.3,-0.8,1.9,0.6,10.2,-0.3,0.3,0,18.7,-18.7,0.255,-0.002,-0.796,-0.008,37.5,0.1,19.8,-1.2,25.3,0
31005291,1,2.5,2,2.8,0.8,22,25.3,6.5,37.6,7.8,18.5,0.24,0.157,1.792,11.414,665,226,1838,878,12.78,110,0.36,0.3,-0.8,2,0.5,13.1,-0.3,0.3,0,128.4,-18.4,0.255,-0.001,-0.783,-0.021,38.3,-0.7,20,-1.5,25.3,0
31005473,2,0.6,0.3,1.1,0.8,19,24.6,1.5,17.3,6.9,7.2,0,0.244,1.396,5.721,665,226,1838,878,2.58,0,0.04,0.1,-0.6,1.4,-0.8,4.5,-1.9,0,0,4.4,-4.4,0.148,-0.003,-0.610,-0.003,17.2,0.1,8.2,-1,24.6,0
31006698,2,1.6,1.3,2.1,0.8,17,24.4,8.3,28.1,8.4,40.3,0.36,0.129,4.323,33.512,521,159,1594,675,15,96.8,0.25,0.6,-0.9,1.6,0,15.1,-0.1,0.4,0,89.6,7.2,0.622,0.014,-0.865,-0.024,27.9,0.2,36.1,4.2,24.2,0.2
31006785,1,1.2,0.6,1.4,0.8,14,25.3,10.6,24,8.6,36.4,0.16,0.114,4.265,37.412,521,159,1594,675,11.07,18,0.23,0.6,-0.9,2.5,-1.3,11.4,-0.4,0.2,0,165.6,-147.6,0.593,0.037,-0.880,-0.064,29.4,-5.4,50.1,-13.7,25.3,0
31007144,1,1.1,0.7,1.5,0.8,4,23.9,6.9,4.4,7.7,9.2,0,0.106,0.648,6.113,521,159,1594,675,4,178.5,0.05,-0.2,-1,0.9,0.2,8.9,-4.9,0,0,132.2,46.3,0.027,-0.216,-0.894,-0.081,6.7,-2.3,20,-10.9,24.3,-0.4
31007993,1,5.0,4.8,5.6,0.8,86,33.4,10.4,83,8.8,111.7,0.02,1.153,2.518,2.184,502,67,1843,548,18.26,118.6,0.26,0.4,0.1,2.8,2.2,20,-1.8,0,0,72.2,46.4,0.381,0.020,-0.081,0.143,77,6,96.4,15.4,33.2,0.2
31007996,2,0.7,0.3,1.1,0.8,7,27,8.8,5.4,8.4,43.9,0,0.170,1.610,9.471,502,67,1843,548,19.13,0,0.25,0.2,-0.8,1,-0.3,15.2,4,0.1,-0.1,33.2,-33.2,0.212,-0.005,-0.759,-0.011,7.6,-2.2,45.9,-2,27.1,-0.1
31008058,6,0.8,0.3,1.1,0.8,7,27,8.8,5.4,8.4,43.9,0,0.170,1.610,9.471,502,67,1843,548,22.83,59.5,0.36,0.2,-0.8,1,-0.3,18.2,4.6,0.1,-0.1,86.4,-26.9,0.209,-0.003,-0.770,0.001,6.9,-1.5,41.4,2.5,27.4,-0.4
31008245,6,1.9,1.5,2.3,0.8,16,27.7,9.6,17.6,8.5,44.8,0.3,0.164,2.102,12.817,473,66,1591,417,17.28,119.4,0.37,0.3,-0.8,2.1,-0.1,17.9,-0.6,0.3,0,136.7,-17.3,0.323,0.000,-0.798,0.013,18.2,-0.6,44.3,0.5,27.9,-0.2
31009142,2,4.9,4.6,5.4,0.8,13,24.3,7.3,19.5,8.4,22.2,0.03,0.161,2.220,13.789,463,110,1821,402,12.3,507,0.3,0.3,-0.8,3.7,1.2,12.1,0.2,0.1,-0.1,325.1,181.9,0.357,-0.011,-0.792,-0.001,20.4,-0.9,22.4,-0.1,24.2,0.1
31009599,4,5.0,5.8,6.6,0.8,16,27.6,7.9,32.8,8.3,24.3,0.27,0.174,2.517,14.466,821,202,2662,763,19.23,350,0.28,0.4,-0.8,2.5,2.5,20.8,-1.6,0.3,0,243,107,0.430,-0.029,-0.766,0.006,32.1,0.7,23.3,1,27.1,0.5
31009649,1,3.3,2.8,3.6,0.8,19,26.4,6.8,32,8.1,17.2,0.34,0.158,2.811,17.791,821,202,2662,763,20.21,124.83,0.44,0.4,-0.8,2.9,0.4,20.1,0.1,0.4,-0.1,129.6,-4.8,0.450,-0.001,-0.818,0.017,32.2,-0.2,18.8,-1.6,26.5,-0.1
31009650,2,2.7,2.1,2.9,0.8,19,26.4,6.8,28.5,8.1,18.8,0.35,0.155,2.797,18.045,821,202,2662,763,16.76,24,0.36,0.4,-0.8,2.5,0.2,16.5,0.2,0.3,0,72.7,-48.7,0.442,0.005,-0.770,-0.040,30.1,-1.6,23.8,-5,26.6,-0.2
31009659,3,3.3,2.9,3.7,0.8,21,26.6,6.6,34,8.1,19.8,0.17,0.155,3.335,21.516,821,202,2662,763,27.84,340.5,0.37,0.5,-0.8,3.2,0.1,27.3,0.5,0.2,0,258,82.5,0.493,0.030,-0.802,-0.007,32,2,18.9,0.9,26.7,-0.1
31009708,5,1.7,1.3,2.1,0.8,23,28.2,9.2,27.7,8.4,63.7,0,0.768,1.832,2.385,821,202,2662,763,30.71,34.8,0.32,0.3,-0.1,1.5,0.2,30.1,0.6,0,0,29.2,5.6,0.264,-0.001,-0.142,0.027,26.8,0.9,59.4,4.3,28,0.2
31009894,2,1.5,1.1,1.9,0.8,3,23.8,1.7,9.4,6.8,6,0,0.276,1.036,3.754,821,202,2662,763,12.49,22.33,0.14,0,-0.6,1.3,0.2,11.5,1,0,0,43.1,-20.8,0.050,-0.035,-0.586,0.027,9,0.4,9.9,-3.9,24,-0.2
31010086,3,1.7,1.2,2,0.8,20,27.1,6.6,41.1,8.1,17.6,0.86,0.196,3.936,20.082,939,175,3271,1316,15.16,0,0.34,0.6,-0.7,2.1,-0.4,15.3,-0.2,0.8,0,48.8,-48.8,0.590,0.005,-0.717,0.010,40.6,0.5,17.6,0,27.1,0
31010790,3,0.9,0.5,1.3,0.8,10,26.5,6.5,9.2,8.1,20.4,0.11,0.157,1.615,10.287,479,101,2237,907,31.87,55.33,0.55,0.2,-0.8,1.3,-0.4,37.3,-5.4,0.1,0,111.2,-55.9,0.192,0.016,-0.734,-0.071,7,2.2,15.1,5.3,25,1.5
31010944,4,5.0,6.4,7.2,0.8,26,25.9,7,34.7,8.1,21.4,0.44,0.175,2.852,16.297,549,118,1937,985,19.12,381,0.28,0.5,-0.8,4,1,20.1,-1,0.4,0,267.3,113.7,0.449,0.006,-0.752,-0.005,36.1,-1.4,22.1,-0.7,26,-0.1
31011619,4,2.2,1.8,2.6,0.8,10,24.8,2.1,7.57,7,6.9,0,0.311,1.350,4.341,842,181,3401,1525,4.69,102.5,0.1,0.1,-0.5,1.8,0.4,5.7,-1,0,0,79.4,23.1,0.140,-0.010,-0.579,0.072,8.1,-0.5,8.8,-1.9,24.7,0.1
32003022,6,0.7,0.3,1.1,0.8,9,29.5,6.4,15,7.9,9,0.64,0.150,2.218,14.787,1033,281,2993,1502,6.49,9,0.11,0.3,-0.8,1.3,-0.6,8.7,-2.3,0.5,0.1,50.3,-41.3,0.317,0.029,-0.797,-0.027,14.6,0.4,11.3,-2.3,30,-0.5
32003050,3,1.8,1.4,2.2,0.8,4,28,5.6,2,7.3,4.3,0,0.166,1.320,7.952,1033,281,2993,1502,6.4,198.75,0.09,0.1,-0.8,1.7,0.1,11.7,-5.3,0.3,-0.3,169.3,29.5,0.241,-0.120,-0.775,-0.005,9.4,-7.4,9,-4.7,28.2,-0.2
32003807,6,2.5,2.1,2.9,0.8,7,25.1,6.7,9.4,7.9,12.2,0.12,0.152,2.259,14.862,769,271,1849,997,22.31,247.6,0.45,0.4,-0.8,2.6,-0.1,23.8,-1.4,0.2,0,239,8.6,0.345,0.009,-0.807,-0.012,10.3,-0.9,13.3,-1.1,25.2,-0.1
32003899,3,0.5,0,0.8,0.8,16,25,6.7,20.7,7.8,16.1,0.03,0.160,2.183,13.644,769,271,1849,997,7,32,0.15,0.3,-0.8,0.6,-0.1,8.2,-1.2,0.1,-0.1,30.8,1.2,0.352,-0.013,-0.774,-0.022,21.9,-1.2,15.8,0.4,25.3,-0.3
32005506,6,1.9,1.5,2.3,0.8,11,26.7,7.4,14.6,8,19.5,0.54,0.169,1.506,8.911,1193,459,3426,1488,22.54,227,0.46,0.2,-0.8,2,-0.1,22.9,-0.4,0.4,0.1,184.4,42.6,0.194,-0.017,-0.786,0.013,14.3,0.3,19,0.6,26.9,-0.2
32005559,6,3.4,3,3.8,0.8,11,26.7,7.4,14.6,8,19.5,0.54,0.169,1.506,8.911,1193,459,3426,1488,31.83,204.2,0.53,0.2,-0.8,3.4,0,31.7,0.1,0.5,0,246.3,-42.1,0.187,-0.009,-0.779,0.007,14.5,0.1,19.2,0.3,26.8,-0.1
32005571,6,3.0,2.6,3.4,0.8,14,26.3,7.2,17.6,8,16.8,0.86,0.162,1.867,11.525,1193,459,3426,1488,26.16,34.25,0.52,0.3,-0.8,2.4,0.5,26.7,-0.5,0.8,0,46.3,-12.1,0.266,0.005,-0.792,0.001,17.2,0.4,17.1,-0.3,26.4,-0.1
32005606,6,3.8,3.6,4.4,0.8,10,27,7.4,13.3,8,21.7,0.22,0.161,1.637,10.168,1193,459,3426,1488,15.07,122,0.49,0.2,-0.8,2.7,1,14.9,0.2,0.3,0,119.7,2.3,0.215,-0.001,-0.769,-0.024,15.4,-2.1,22,-0.3,27,0
32005615,6,5.0,6.1,6.9,0.8,12,27.4,7.9,17,8.1,25.8,0.26,0.155,1.617,10.432,1193,459,3426,1488,16.92,158.6,0.3,0.2,-0.8,1.5,3.5,16.9,0,0.3,0,67.7,90.9,0.211,-0.003,-0.794,-0.015,17.9,-0.9,25,0.7,27.4,0
32005667,3,0.7,0.3,1.1,0.8,10,27.2,7.5,16.1,8,18.7,0.43,0.168,1.524,9.071,1193,459,3426,1488,30.17,0,0.47,0.2,-0.8,1.4,-0.7,27.8,2.3,0.4,0,72.7,-72.7,0.188,-0.005,-0.781,0.006,15.4,0.7,18.6,0.1,27.2,0
32007253,6,2.6,2,2.8,0.8,18,25.6,13.9,28.1,8.9,77.9,0.26,0.138,2.627,19.036,934,289,3279,1211,22.65,201.2,0.41,0.4,-0.9,2.3,0.3,23.3,-0.6,0.3,0,190.6,10.6,0.418,0.002,-0.857,-0.003,27.6,0.5,77.1,0.8,25.5,0.1
32007264,6,1.8,1.4,2.2,0.8,33,26.1,14.6,60.6,9,73.1,0,0.300,2.252,7.507,934,289,3279,1211,37.26,106.8,0.82,0.4,-0.5,1.6,0.2,37.1,0.2,0.1,-0.1,104.9,1.9,0.365,-0.012,-0.585,0.062,55.5,5.1,72.9,0.3,26.2,-0.1
32007284,6,5.0,5,5.8,0.8,14,25.7,13.4,21.4,8.8,71.1,0.4,0.139,3.164,22.763,934,289,3279,1211,31.32,469.2,0.53,0.5,-0.9,3.4,1.6,31.8,-0.5,0.3,0.1,269.1,200.1,0.476,0.025,-0.851,-0.006,19.4,2,69.7,1.4,25.6,0.1
32007340,6,5.0,5.6,6.4,0.8,42,27.4,13.4,49.5,9,52.2,0,0.239,2.162,9.046,934,289,3279,1211,17.6,106.8,0.31,0.3,-0.6,3.5,1.5,17.8,-0.2,0,0,91.4,15.4,0.326,0.009,-0.707,0.086,36.4,13.1,51.7,0.4,26.6,0.8
32007369,5,1.8,1.4,2.2,0.8,6,24.4,5.8,7.7,7.9,23.3,0.02,0.174,1.755,10.086,934,289,3279,1211,23.57,114.25,0.36,0.2,-0.8,1.7,0.1,22.8,0.7,0,0,130.7,-16.5,0.334,-0.090,-0.791,0.031,14.5,-6.8,33.9,-10.7,25,-0.6
32007438,3,2.1,1.8,2.6,0.8,12,25.8,8.2,13.5,8.6,29.8,0.14,0.145,2.040,14.069,934,289,3279,1211,67.8,177.2,1.74,0.3,-0.8,1.8,0.3,70,-2.2,0.1,0,173.1,4.1,0.350,-0.040,-0.841,0.002,17.9,-4.4,38.3,-8.5,25.7,0.1
32007845,3,1.7,1.2,2,0.8,8,26.9,6.5,6.9,8.4,21,0.14,0.157,2.281,14.529,934,289,3279,1211,60.96,49.33,2.53,0.4,-0.8,1.8,0,61.7,-0.7,0.1,0,72.7,-23.4,0.398,-0.040,-0.839,0.035,6.9,0,22.1,-1.2,26.9,0
32008302,3,1.5,1.1,1.9,0.8,3,24.1,4.9,4.2,7.5,9.7,0.03,0.188,1.698,9.032,1034,340,2645,1118,58.15,247.5,1.35,0.2,-0.7,1.6,-0.1,55,3.1,0,0,197.6,49.9,0.235,-0.005,-0.710,-0.016,4.5,-0.3,9.9,-0.2,24.4,-0.3
32008399,3,0.9,0.5,1.3,0.8,14,28.3,13.8,20.9,8.9,84.3,0,0.157,1.836,11.694,834,140,2631,904,20.57,82.4,0.58,0.3,-0.8,1.4,-0.5,18.7,1.9,0,0,97.2,-14.8,0.279,-0.015,-0.814,0.010,21.4,-0.5,90,-5.7,28.2,0.1
32008417,3,0.6,0.2,1,0.8,12,27.6,14.4,23.8,9.1,122,0.13,0.117,2.105,17.991,834,140,2631,904,17.89,37.4,0.2,0.3,-0.9,0.9,-0.3,17.1,0.8,0.1,0,61.5,-24.1,0.288,0.036,-0.850,-0.082,25,-1.2,110.5,11.5,28.1,-0.5
32008503,1,1.1,0.8,1.6,0.8,10,28.4,11.3,14.6,8.8,67.3,0,0.117,2.042,17.453,834,140,2631,904,17.14,78.75,0.21,0.3,-0.9,0.9,0.2,16.3,0.8,0,0,67.2,11.6,0.268,0.042,-0.798,-0.134,17.6,-3,66.7,0.6,27.8,0.6
32008605,3,3.2,2.7,3.5,0.8,22,28.5,9.8,37,8.7,113.8,0.17,0.149,1.689,11.336,834,140,2631,904,95.34,206.33,2.18,0.2,-0.8,2.2,1,95.5,-0.2,0.2,0,156.3,50,0.228,5.8348748771142e-05,-0.818,-0.008,37.4,-0.4,113.7,0.1,28.5,0
32008814,5,2.9,2.6,3.4,0.8,18,25.1,11.4,30,9.1,67.5,0.15,0.152,2.086,13.724,833,242,2347,709,31.68,267.2,0.53,0.3,-0.8,3.1,-0.2,31.6,0,0.1,0,275.2,-8,0.310,0.010,-0.792,-0.027,30.1,-0.1,66.6,1,25.3,-0.2
32008824,6,2.9,2.5,3.3,0.8,14,25.1,10.1,25.9,8.9,54.5,0.19,0.149,1.495,10.034,833,242,2347,709,27.73,215,0.49,0.2,-0.8,2.3,0.6,27.6,0.1,0.2,0,169.1,45.9,0.143,0.031,-0.825,-0.001,24.7,1.2,52.7,1.9,25.1,0
32008880,6,0.9,0.7,1.5,0.8,15,25.6,11.5,23.6,9.1,39.4,0.12,0.153,1.455,9.510,833,242,2347,709,21.25,82.5,0.36,0.2,-0.8,1.1,-0.2,21.5,-0.3,0.1,0,93.7,-11.2,0.151,0.012,-0.803,-0.012,24.4,-0.8,41.1,-1.7,25.6,0
32008903,3,1.2,0.8,1.6,0.8,12,26.1,10.9,17.8,8.8,41.2,0.04,0.156,1.436,9.205,833,242,2347,709,62.63,95,0.87,0.2,-0.8,1.2,0,55.6,7,0,0,103.2,-8.2,0.124,0.033,-0.802,-0.005,16.3,1.5,37.2,4,26.1,0
32009331,3,1.1,0.7,1.5,0.8,12,26.3,8.5,12.6,8.2,18.6,0.23,0.178,2.252,12.652,841,263,2690,1254,33.89,32,0.62,0.4,-0.7,1.4,-0.3,31.9,2,0.2,0,69.9,-37.9,0.330,0.023,-0.756,0.006,12.6,0,24.2,-5.6,26.4,-0.1
32009379,1,0.6,0.2,1,0.8,9,27.5,9.3,11.2,8.1,10.7,0,0.140,1.549,11.064,841,263,2690,1254,41.99,248.5,0.91,0.2,-0.9,1,-0.4,52.2,-10.2,0.1,-0.1,110.8,137.7,0.233,-0.042,-0.834,-0.020,11.7,-0.5,15.5,-4.8,26.7,0.8
32009706,3,4.1,3.7,4.5,0.8,4,23.4,7.1,4.2,8.4,9,0.04,0.168,1.658,9.869,756,259,2328,689,79.5,341.4,2.35,0.2,-0.8,3.1,1,78.2,1.3,0.1,0,259.6,81.8,0.218,0.002,-0.778,0.003,4.8,-0.6,10.4,-1.4,23.5,-0.1
32009712,6,0.9,0.5,1.3,0.8,11,23.9,9.9,7.6,8.6,33,0.15,0.188,1.290,6.862,756,259,2328,689,37.19,95.2,0.52,0.1,-0.7,2.2,-1.3,36.3,0.9,0.1,0,175.3,-80.1,0.161,-0.051,-0.720,-0.005,9.8,-2.2,35.9,-3,23.9,0
32009767,3,1.1,0.7,1.5,0.8,5,21.7,6.1,5.1,7.9,5.2,0.05,0.158,0.855,5.411,756,259,2328,689,6.84,66,0.1,-0.1,-0.8,1.2,-0.2,8.1,-1.3,0.1,0,57.6,8.4,0.020,-0.088,-0.748,-0.054,5.4,-0.3,11.4,-6.2,21.9,-0.2
32009862,2,0.7,0.3,1.1,0.8,5,21.2,1.4,6,7.1,7.2,0,0.301,1.273,4.229,756,259,2328,689,23.8,31,0.36,0.1,-0.5,1,-0.3,21.3,2.5,0,0,69.9,-38.9,0.121,-0.016,-0.538,0.016,8.1,-2.1,10.4,-3.3,22.1,-0.9
32010600,3,4.3,4.1,4.9,0.8,9,28.4,7.5,14.2,7.7,14.1,0.59,0.162,3.077,18.994,1450,337,4938,1970,17.12,37.67,0.41,0.5,-0.8,3.3,1,17.8,-0.7,0.6,0,55.7,-18.1,0.475,0.013,-0.791,0.001,13.4,0.8,13,1.2,28,0.4
32010652,6,3.0,2.6,3.4,0.8,9,27.3,6.4,11,7.9,7.8,0.58,0.173,2.381,13.763,1450,337,4938,1970,12.79,144.8,0.3,0.4,-0.8,2.6,0.4,15.1,-2.3,0.6,0,155.7,-10.9,0.400,-0.023,-0.763,0.001,11,0,9.5,-1.7,27.4,-0.1
32011040,5,2.0,1.6,2.4,0.8,9,26.4,7.5,10,8.1,20.6,0.41,0.158,1.576,9.975,822,239,2594,1338,24.07,36,0.48,0.2,-0.8,2,-0.1,24.4,-0.3,0.4,0,95.5,-59.5,0.194,0.004,-0.798,-0.004,9.4,0.6,23.2,-2.6,26.6,-0.2
32011064,6,3.2,2.7,3.5,0.8,10,26.6,7.7,11.7,8.1,30.2,0.41,0.156,1.608,10.308,822,239,2594,1338,46.68,248.25,0.54,0.2,-0.8,2.4,0.9,42.2,4.5,0.4,0,183.2,65,0.202,0.004,-0.803,-0.004,10.9,0.8,29.4,0.8,26.7,-0.1
32011386,6,0.7,0.2,1,0.8,4,28.6,8.4,3.1,8.4,11.6,0,0.152,1.227,8.072,822,239,2594,1338,88.51,97.2,2.88,0.1,-0.8,1,-0.2,89.4,-0.9,0,0,107.5,-10.3,0.096,-0.007,-0.843,0.025,3.2,-0.1,10.4,1.3,28.5,0.1
32011493,6,1.8,1.4,2.2,0.8,10,21.6,8.5,11.2,8.4,39.6,0.09,0.160,2.487,15.544,1021,289,3200,1697,30.11,733,0.6,0.4,-0.8,2.3,-0.4,30,0.2,0.2,-0.1,534,199,0.393,0.003,-0.808,0.012,11.9,-0.7,34.1,5.5,21.5,0.1
32011634,3,1.3,0.8,1.6,0.8,9,23.2,9.2,8.8,8.5,34.8,0.12,0.160,2.460,15.375,1021,289,3200,1697,5.99,120,0.08,0.4,-0.8,1.5,-0.2,8.2,-2.3,0.1,0,87.2,32.8,0.306,0.085,-0.798,0.002,8.1,0.7,27.6,7.2,22.7,0.5
32011991,5,1.8,1.6,2.4,0.8,9,24.4,8.4,13.77,8.1,14.4,0.64,0.144,2.554,17.736,1399,337,4449,2327,91.03,155.6,2.41,0.4,-0.8,1.7,0.1,88.8,2.2,0.6,0,144.9,10.7,0.401,0.007,-0.846,0.004,13.2,0.5,14.3,0.2,24.4,0
